,title,url,source,news_desk,type_of_material,first_paragraph,date,word_count,day_of_week
0,A Grass-Roots Republican Reflects on 2021,https://www.nytimes.com/2022/01/01/opinion/trigger-warning-its-my-brothers-turn-again.html,New York Times,OpEd,Op-Ed,I have gotten emails asking me not to run my brother Kevin’s annual column this past year. And I have gotten emails asking me to please run Kevin’s column. I prefer to let people know what Republicans like Kevin are thinking. So here he is:,2022-01-01 14:00:05+00:00,963.0,Saturday
1,Every Day Is Jan. 6 Now,https://www.nytimes.com/2022/01/01/opinion/january-6-attack-committee.html,New York Times,Editorial,Editorial,"This article is part of a collection on the events of Jan. 6, one year later. Read more in a note from Times Opinion’s politics editor Ezekiel Kweku in our Opinion Today newsletter.",2022-01-01 16:00:06+00:00,1508.0,Saturday
2,"As Jan. 6 Anniversary Nears, Panel Faces Tough Questions",https://www.nytimes.com/2022/01/02/us/politics/jan-6-capitol-riot-anniversary.html,New York Times,Washington,News,Follow our live updates on the Jan. 6 Capitol Attack Anniversary.,2022-01-03 00:21:31+00:00,1315.0,Monday
3,We’re Not a Real Democracy. That’s Why Jan. 6 Happened.   ,https://www.nytimes.com/2022/01/03/opinion/us-democracy-constitution.html,New York Times,OpEd,Op-Ed,"This article is part of a collection on the events of Jan. 6, one year later. Read more in a note from Times Opinion’s politics editor Ezekiel Kweku in our Opinion Today newsletter.",2022-01-03 10:00:07+00:00,1713.0,Monday
4,"By Endorsing Orban, Trump Returns a Favor",https://www.nytimes.com/2022/01/03/us/politics/trump-endorses-viktor-orban-hungary.html,New York Times,Politics,News,"Former President Donald J. Trump endorsed Hungary’s prime minister, Viktor Orban, on Monday, formally pledging his “complete support” to a far-right foreign leader who has touted turning his country into an “illiberal state.”",2022-01-03 15:19:22+00:00,334.0,Monday
5,New York Attorney General Seeks Trump Children for Fraud Inquiry,https://www.nytimes.com/2022/01/03/nyregion/letitia-james-ivanka-donald-trump-jr-subpoena.html,New York Times,Metro,News,"The New York State attorney general’s office, which last month subpoenaed Donald J. Trump as part of a civil investigation into his business practices, is also seeking to question two of his adult children as part of the inquiry.",2022-01-03 16:19:03+00:00,846.0,Monday
6,Prosecute Trump for the Coup Attempt?,https://www.nytimes.com/2022/01/03/opinion/letters/donald-trump-jan-6.html,New York Times,Letters,Letter,To the Editor:,2022-01-03 19:30:46+00:00,1175.0,Monday
7,Jan. 6 Inquiry Turns Its Focus To New Group,https://www.nytimes.com/2022/01/03/us/politics/first-amendment-praetorian-trump-jan-6.html,New York Times,Washington,News,"Days after a pro-Trump mob stormed the Capitol on Jan. 6 last year, federal law enforcement officials pursued two high-profile extremist groups: the far-right nationalist Proud Boys and the Oath Keepers militia. Members of both organizations were quickly arrested on attention-grabbing charges, accused of plotting to interfere with the certification of the 2020 vote count.",2022-01-03 21:24:12+00:00,1547.0,Monday
8,How the Jan. 6 Committee’s Search for Criminality Could Play Out,https://www.nytimes.com/2022/01/03/us/politics/capitol-riot-january-6.html,New York Times,Washington,News,WASHINGTON — The House committee investigating the Jan. 6 attack on the Capitol is in the early stages of considering whether to make criminal referrals to the Justice Department that would urge prosecuting former President Donald J. Trump or his allies.,2022-01-03 23:53:39+00:00,1069.0,Monday
9,A Top Official  For Elections  Since 1976  Set to Retire,https://www.nytimes.com/2022/01/03/us/politics/bill-gardner-retires.html,New York Times,Politics,News,"Bill Gardner, who for decades as secretary of state has fiercely defended New Hampshire’s right to hold the country’s first presidential primaries, said on Monday that he would step down after 45 years.",2022-01-04 00:05:55+00:00,610.0,Tuesday
10,Investigation of Riot  Picks Up Momentum,https://www.nytimes.com/2022/01/04/us/politics/capitol-riot-panel.html,New York Times,Washington,News,Follow live updates on the House committee hearing on the Jan. 6 attack on the Capitol.,2022-01-04 10:00:12+00:00,1609.0,Tuesday
11,,https://www.nytimes.com/2022/01/04/opinion/trump-2024.html,New York Times,OpEd,Op-Ed,"This article is part of a collection on the events of Jan. 6, one year later. Read more in a note from Times Opinion’s politics editor Ezekiel Kweku in our Opinion Today newsletter.",2022-01-04 10:00:14+00:00,1523.0,Tuesday
12,Trump Isn’t the Only One to Blame,https://www.nytimes.com/2022/01/04/opinion/capitol-riot.html,New York Times,OpEd,Op-Ed,"This article is part of a collection on the events of Jan. 6, one year later. Read more in a note from Times Opinion’s politics editor Ezekiel Kweku in our Opinion Today newsletter.",2022-01-04 10:00:14+00:00,1369.0,Tuesday
13,The Scars of January 6,https://www.nytimes.com/2022/01/04/magazine/jan-6-capitol-police-officers.html,New York Times,Magazine,News,"On the morning of Jan. 6, Caroline Edwards, a 31-year-old United States Capitol Police officer, was stationed by some stairs on the Capitol grounds when the energy of the crowd in front of her seemed to take on a different shape; it was like that moment when rain suddenly becomes hail. A loud, sour-sounding horn bleated, piercing through the noise of the crowd, whose cries coalesced into an accusatory chant: “U.S.A.! U.S.A.!” Edwards, who is 5-foot-4, tried to make herself look imposing. Behind a row of bike racks, alongside four other officers, she stood in a wide stance, her hands on her hips. A man in front of her whipped off his jacket as if he were getting ready for something, flipped his red MAGA hat backward — and then the rioters were pushing the bike racks forward as the officers pushed back, trying to hold their balance.",2022-01-04 10:00:20+00:00,11604.0,Tuesday
14,Trump Political Operation Kicks Into Gear Ahead of Midterms and Possible ’24 Bid,https://www.nytimes.com/2022/01/04/us/politics/donald-trump-midterm-elections.html,New York Times,Politics,News,"Donald J. Trump and his allies are scheduling events and raising money for initiatives intended to make the former president a central player in the midterm elections, and possibly to set the stage for another run for the White House.",2022-01-04 16:49:39+00:00,1272.0,Tuesday
15,Misinformation Surged on Podcasts Before Capitol Attack,https://www.nytimes.com/2022/01/04/technology/apple-google-spotify-podcast-election-misinformation.html,New York Times,Business,News,"Weeks before the 2020 presidential election, the conservative broadcaster Glenn Beck outlined his prediction for how Election Day would unfold: President Donald J. Trump would be winning that night, but his lead would erode as dubious mail-in ballots arrived, giving Joseph R. Biden Jr. an unlikely edge.",2022-01-04 21:37:50+00:00,1085.0,Tuesday
16,,https://www.nytimes.com/2022/01/04/opinion/marjorie-taylor-greene-twitter.html,New York Times,OpEd,Op-Ed,Alex Jones deserved it. Donald Trump really deserved it. And now Marjorie Taylor Greene? She double deserves it.,2022-01-04 21:43:30+00:00,1434.0,Tuesday
17,"To Save America, Don’t Dismantle the Police or the Constitution",https://www.nytimes.com/2022/01/04/opinion/trump-jan-6-democracy.html,New York Times,OpEd,Op-Ed,"On Christmas morning, I woke up early and flipped on CNN, where I found the newscaster toggling among three news stories — two really depressing ones and an amazingly uplifting one.",2022-01-05 00:00:10+00:00,1370.0,Wednesday
18,,https://www.nytimes.com/2022/01/04/us/politics/trump-gop-jan-6.html,New York Times,Politics,News,Follow our live updates on the Jan. 6 Capitol Attack Anniversary.,2022-01-05 00:10:04+00:00,1463.0,Wednesday
19,Jan. 6 Panel Asks Hannity To Cooperate In Its Inquiry,https://www.nytimes.com/2022/01/04/business/sean-hannity-jan-6-committee.html,New York Times,Business,News,"The House committee investigating the Jan. 6 attack on the Capitol has requested that Sean Hannity, the star Fox News host, respond to questions about his communications with former President Donald J. Trump and his staff in the days surrounding the riot.",2022-01-05 00:20:22+00:00,775.0,Wednesday
20,,https://www.nytimes.com/2022/01/04/us/politics/trump-jan-6-capitol-attack-anniversary.html,New York Times,Politics,News,Donald J. Trump on Tuesday abruptly canceled a news conference that he had scheduled at his Mar-a-Lago resort for Thursday evening on the one-year anniversary of the breaching of the United States Capitol.,2022-01-05 00:56:15+00:00,336.0,Wednesday
21,"A Year Later, Capitol Cases Keep Growing",https://www.nytimes.com/2022/01/05/us/politics/jan-6-capitol-riot-investigation.html,New York Times,Washington,News,Follow our live updates on the Jan. 6 Capitol Attack Anniversary.,2022-01-05 08:00:09+00:00,1922.0,Wednesday
22,,https://www.nytimes.com/2022/01/05/opinion/american-democracy-a-status-check.html,New York Times,OpEd,Op-Ed,"Just how much trouble is American democracy in? When we look to 2024, it’s easy to focus on the doomsday scenario: an election where legitimate results get thrown out. But our democracy has been eroding for years — and we’ve never been an equal democracy for everyone in the first place.",2022-01-05 10:00:06+00:00,288.0,Wednesday
23,An Assault On the Truth,https://www.nytimes.com/2022/01/05/opinion/republicans-trump-lies.html,New York Times,OpEd,Op-Ed,"This article is part of a collection on the events of Jan. 6, one year later. Read more in a note from Times Opinion’s politics editor, Ezekiel Kweku, in our Opinion Today newsletter.",2022-01-05 10:00:14+00:00,1622.0,Wednesday
24,What the World Saw That Day,https://www.nytimes.com/2022/01/05/opinion/jan-6-global-democracy.html,New York Times,OpEd,Op-Ed,"This article is part of a collection on the events of Jan. 6, one year later. Read more in a note from Times Opinion’s politics editor Ezekiel Kweku in our Opinion Today newsletter.",2022-01-05 10:00:20+00:00,1371.0,Wednesday
25,Capitol Police Chief Commits to Security Upgrades,https://www.nytimes.com/2022/01/05/us/politics/capitol-police-january-6.html,New York Times,Washington,News,"WASHINGTON — With officers still reeling from the mob violence that overran Congress a year ago, the chief of the U.S. Capitol Police told lawmakers on Wednesday that his department was taking steps to address deficiencies laid bare by the attack and would implement more than 100 recommendations for improvement.",2022-01-05 10:00:22+00:00,1291.0,Wednesday
26,A Year After Jan. 6: The Threat Lingers,https://www.nytimes.com/2022/01/05/opinion/letters/jan-6-capitol-hill-riot.html,New York Times,Letters,Letter,To the Editor:,2022-01-05 14:31:33+00:00,885.0,Wednesday
27,They Voted to Impeach. It’s Still Costing Them.,https://www.nytimes.com/2022/01/05/us/politics/republican-impeachment-votes-trump-jan-6.html,New York Times,Washington,News,"WASHINGTON — The 10 House Republicans who voted to impeach Donald J. Trump did so with the same conviction — that a president of their party deserved to be charged with inciting insurrection on Jan. 6, 2021 — and the same hope — that his role in doing so would finally persuade the G.O.P. to repudiate him.",2022-01-05 16:48:44+00:00,1840.0,Wednesday
28,"For Autocrats Across the Globe, History Is for Revising",https://www.nytimes.com/2022/01/05/world/history-revisionism-nationalism.html,New York Times,Foreign,News,"In Russia, an organization dedicated to remembering Soviet-era abuses faces state-ordered liquidation as the Kremlin imposes a sanitized national history in its place.",2022-01-05 18:56:47+00:00,1298.0,Wednesday
29,America’s Democracy Is in Danger,https://www.nytimes.com/2022/01/05/opinion/jan-6-jimmy-carter.html,New York Times,OpEd,Op-Ed,"This article is part of a collection on the events of Jan. 6, one year later. Read more in a note from Times Opinion’s politics editor Ezekiel Kweku in our Opinion Today newsletter.",2022-01-05 20:10:21+00:00,955.0,Wednesday
30,Jan. 6 Celebration Efforts Get Little Response Online,https://www.nytimes.com/2022/01/05/technology/jan-6-anniversary-social-media.html,New York Times,Business,News,Follow our live updates on the Jan. 6 Capitol Attack Anniversary.,2022-01-05 22:43:22+00:00,1065.0,Wednesday
31,"Year After Riot, G.O.P. Is Trump’s to Command",https://www.nytimes.com/2022/01/05/us/politics/trump-gop-jan-6.html,New York Times,Politics,News,"​​One year ago, on the very same day when fevered supporters of Donald J. Trump breached the United States Capitol in a violent riot that defiled a symbol of American democracy, the leadership of the Republican National Committee happened to gather, almost 700 miles away at a Ritz-Carlton on Amelia Island, Fla.",2022-01-05 22:47:56+00:00,1743.0,Wednesday
32,Lingering Resentments Amplify Struggle to Comprehend a Chaotic Day,https://www.nytimes.com/2022/01/05/us/politics/jan-6-attack-capitol-lawmakers.html,New York Times,Washington,News,"WASHINGTON — Metal detectors screen lawmakers for weapons at the doors of the House chamber. Staff members are frightened to come to work. Anxious police officers worry about a future attack, even as they relive the one that took place. The citadel of democracy is almost inaccessible to the public it is supposed to welcome and serve.",2022-01-05 23:55:41+00:00,1343.0,Wednesday
33,,https://www.nytimes.com/2022/01/05/us/politics/americans-political-violence-capitol-riot.html,New York Times,Politics,News,Follow our live updates on the Jan. 6 Capitol Attack Anniversary.,2022-01-06 00:00:04+00:00,1549.0,Thursday
34,,https://www.nytimes.com/2022/01/06/arts/television/stephen-colbert-trump-jan-6.html,New York Times,Culture,News,"Welcome to the Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. Here are the 50 best movies on Netflix right now.",2022-01-06 06:56:03+00:00,822.0,Thursday
35,"Shock, Outrage, and a Deeper Political Divide",https://www.nytimes.com/2022/01/06/us/politics/jan-6-capitol-riot-aftermath.html,New York Times,Washington,News Analysis,"WASHINGTON — For a day or two or maybe a week after the can-you-believe-this-is-happening-in-America events of a year ago, there were those who thought that the shock to the system might upend politics in a profound way.",2022-01-06 08:00:15+00:00,1976.0,Thursday
36,,https://www.nytimes.com/2022/01/06/opinion/sway-kara-swisher-george-farmer.html,New York Times,OpEd,Op-Ed,"After an angry mob attacked the Capitol last year and users on the right-leaning social network Parler organized, shared footage and called to “burn D.C. to the ground,” Kara Swisher grilled the platform’s co-founder and C.E.O., John Matze. The interview was cited in Apple’s decision to take Parler off its App store and Amazon’s decision to suspend web hosting service for Parler. Google also booted the platform off its Play Store. Parler effectively went offline because of these three moves, and Matze lost his job.",2022-01-06 10:00:07+00:00,377.0,Thursday
37,Trumpism Wasn’t Radical Enough,https://www.nytimes.com/2022/01/06/opinion/jan-6-trump-us.html,New York Times,OpEd,Op-Ed,"This article is part of a collection on the events of Jan. 6, one year later. Read more in a note from Times Opinion’s politics editor Ezekiel Kweku in our Opinion Today newsletter.",2022-01-06 10:00:10+00:00,1224.0,Thursday
38,,https://www.nytimes.com/2022/01/06/opinion/jan-6-christian-nationalism.html,New York Times,OpEd,Op-Ed,"This article is part of a collection on the events of Jan. 6, one year later. Read more in a note from Times Opinion’s politics editor Ezekiel Kweku in our Opinion Today newsletter.",2022-01-06 10:04:21+00:00,1836.0,Thursday
39,Biden Condemns Trump as U.S. Remembers Capitol Riot,https://www.nytimes.com/2022/01/06/us/politics/biden-jan-6-capitol-attack.html,New York Times,Washington,News,WASHINGTON — President Biden denounced former President Donald J. Trump and his allies on Thursday for holding “a dagger at the throat of America” by promoting lies and violence as the nation’s capital fractured into sparring camps a year after the Jan. 6 mob assault on Congress.,2022-01-06 10:30:06+00:00,1858.0,Thursday
40,,https://www.nytimes.com/2022/01/06/podcasts/the-daily/cheney-trump-gop-jan-6.html,New York Times,Podcasts,News,This episode contains strong language. ,2022-01-06 11:00:09+00:00,466.0,Thursday
41,,https://www.nytimes.com/video/us/politics/100000008148287/biden-jan-6-speech.html,New York Times,,Video,The president denounced former President Donald J. Trump for spreading lies about the 2020 election during a speech on the anniversary of the Capitol riot.,2022-01-06 16:59:44+00:00,0.0,Thursday
42,The Right’s Revisionist History of an Uprising Fueled by a Lie,https://www.nytimes.com/2022/01/06/us/politics/jan-6-lies.html,New York Times,Investigative,News,"It was mere hours after a mob spurred on by the “stop the steal” lies of President Donald J. Trump had attacked the United States Capitol, and already new lies were taking hold in the nearby streets.",2022-01-06 17:56:11+00:00,2070.0,Thursday
43,,https://www.nytimes.com/2022/01/06/us/politics/cheneys-jan-6.html,New York Times,Washington,News,"There were just two Republicans present in the House chamber for a moment of silence commemorating the Jan. 6 riot in the Capitol: Representative Liz Cheney of Wyoming, and her father, Dick Cheney, the former vice president.",2022-01-06 20:26:15+00:00,284.0,Thursday
44,,https://www.nytimes.com/2022/01/06/us/politics/trapped-capitol-jan-6.html,New York Times,Washington,News,"WASHINGTON — Wayne K. Williams, a senior adviser to Representative Hakeem Jeffries of New York, the No. 5 House Democrat, was the only staff member in his office on Jan. 6, barricaded in a room in the middle of the Capitol as the deadliest attack on the building in two centuries unfolded.",2022-01-06 20:41:54+00:00,1429.0,Thursday
45,Democrats in Virginia Plan to Block Selection Of Former Trump Aide,https://www.nytimes.com/2022/01/06/climate/andrew-wheeler-virginia.html,New York Times,Climate,News,"WASHINGTON — A rare confirmation battle is brewing around the nomination of Andrew Wheeler, who ran the Environmental Protection Agency under President Donald J. Trump, to take a similar role in an incoming Republican state administration in Virginia.",2022-01-06 22:53:54+00:00,1113.0,Thursday
46,,https://www.nytimes.com/2022/01/06/us/politics/jan-6-events-takeaways.html,New York Times,Washington,News,"WASHINGTON — This anniversary of Jan. 6 marked a turning point for President Biden, who for much of his first year in office avoided direct confrontation with his predecessor, Donald J. Trump.",2022-01-06 23:34:14+00:00,1049.0,Thursday
47,,https://www.nytimes.com/2022/01/06/us/politics/jamie-raskin-unthinkable-jan-6.html,New York Times,Politics,News,"Hi. Welcome to On Politics, your guide to the political news in Washington and across the nation. We’re your hosts, Blake and Leah. ",2022-01-07 00:00:05+00:00,1516.0,Friday
48,A Direct Attack After a Year Of Ignoring ‘the Former Guy’,https://www.nytimes.com/2022/01/06/us/politics/biden-trump-jan-6.html,New York Times,Washington,News,"WASHINGTON — For most of his first year in office, President Biden has bet that he could move the country past the divisiveness of his predecessor by restoring a sense of normalcy to the White House, practicing the traditional brand of politics he learned over decades in the Senate and as vice president — and largely ignoring the man he refers to as “the former guy.”",2022-01-07 00:02:20+00:00,1411.0,Friday
49,,https://www.nytimes.com/2022/01/06/us/politics/biden-speech-january-6-transcript.html,New York Times,Washington,News,"President Biden gave the following address on Thursday to commemorate the anniversary of the Jan. 6 attack on the Capitol. Here is a transcript of his remarks, with additional context.",2022-01-07 01:34:19+00:00,3771.0,Friday
50,,https://www.nytimes.com/video/us/politics/100000008149624/capitol-attack-anniversary.html,New York Times,,Video,"President Biden, Vice President Kamala Harris and lawmakers in Congress held a series of memorials to mark a year since a mob of Trump supporters stormed the U.S. Capitol building.",2022-01-07 01:45:20+00:00,0.0,Friday
51,,https://www.nytimes.com/2022/01/07/opinion/trump-democracy-voting-jan-6.html,New York Times,OpEd,Op-Ed,"This article is part of a collection on the events of Jan. 6, one year later. Read more in a note from Times Opinion’s politics editor Ezekiel Kweku in our Opinion Today newsletter.",2022-01-07 10:00:11+00:00,1879.0,Friday
52,‘Things Happen in Life. Quit Being a Wuss.’,https://www.nytimes.com/2022/01/07/opinion/republicans-focus-group.html,New York Times,OpEd,Op-Ed,"This article is the result of a focus group we held with Republican voters about the events of Jan. 6, 2021, and the health of American democracy. You can also read the article about our Democratic voter focus group on the same issues here. Patrick Healy, the deputy Opinion editor, expands on the takeaways from the focus groups and the intent behind them here in the Opinion Today newsletter.",2022-01-07 10:00:12+00:00,3120.0,Friday
53,‘We Barely Qualify as a Democracy Anymore.’,https://www.nytimes.com/2022/01/07/opinion/democrats-focus-group.html,New York Times,OpEd,Op-Ed,"This article is based on a focus group we held with Democratic voters about the events of Jan. 6, 2021, and the health of American democracy. You can also read the article about our Republican voter focus group on the same issues here. Patrick Healy, the deputy Opinion editor, expands on the takeaways from the focus groups and the intent behind them here in the Opinion Today newsletter.",2022-01-07 10:00:15+00:00,3082.0,Friday
54,What Voters Really Think About the State of America,https://www.nytimes.com/2022/01/07/opinion/voter-focus-groups-jan-6.html,New York Times,OpEd,Op-Ed,This article also appears in the Opinion Today newsletter. You can sign up here to receive it in your inbox each weekday morning.,2022-01-07 10:09:29+00:00,1020.0,Friday
55,,https://www.nytimes.com/2022/01/07/podcasts/the-daily/capitol-riots-donald-trump-republicans.html,New York Times,Podcasts,News,"In the United States, the transfer of power is built on the expectation that candidates and their allies follow the process peacefully and with a degree of grace.",2022-01-07 11:00:08+00:00,372.0,Friday
56,"Recalling Jan. 6, and Meting Out Justice",https://www.nytimes.com/2022/01/07/opinion/letters/jan-6-capitol-riot.html,New York Times,Letters,Letter,To the Editor:,2022-01-07 16:55:25+00:00,887.0,Friday
57,"Cyber Ninjas, Derided for Arizona Vote Review, Says It’s Shutting Down",https://www.nytimes.com/2022/01/07/us/cyber-ninjas-arizona-vote-review.html,New York Times,National,News,"For a company that has had its share of bad weeks, Cyber Ninjas, the Florida firm behind the widely derided review of Arizona’s 2020 presidential vote, may finally have hit bottom.",2022-01-08 01:53:50+00:00,993.0,Saturday
58,"Trump Coup, Part Deux",https://www.nytimes.com/2022/01/08/opinion/cheney-jan-6.html,New York Times,OpEd,Op-Ed,WASHINGTON — When pigs fly.,2022-01-08 15:13:11+00:00,928.0,Saturday
59,Steve Bannon Is On to Something,https://www.nytimes.com/2022/01/09/opinion/trump-bannon-trumpism-democracy.html,New York Times,OpEd,Op-Ed,"In his 2020 book “Politics Is for Power,” Eitan Hersh, a political scientist at Tufts, sketched a day in the life of many political obsessives in sharp, if cruel, terms.",2022-01-09 15:06:09+00:00,1958.0,Sunday
60,Biden Gets Tough to Jump-Start Agenda,https://www.nytimes.com/2022/01/09/us/politics/biden-republicans-agenda.html,New York Times,Washington,News,"WASHINGTON — President Biden has begun his second year in office by lashing out at Republicans, embracing forceful new attacks meant to define a choice for voters between Mr. Biden’s Democrats and a Republican Party still under the thumb of former President Donald J. Trump.",2022-01-09 20:35:06+00:00,1520.0,Sunday
61,Jordan Defies Jan. 6 Panel And Criticizes ‘Witch Hunts’,https://www.nytimes.com/2022/01/09/us/politics/jim-jordan-jan-6-panel.html,New York Times,Washington,News,Follow live updates on the House committee hearing on the Jan. 6 attack on the Capitol.,2022-01-10 02:10:33+00:00,701.0,Monday
62,"Covid 3.0, Biden 2.0 and Trump Number …",https://www.nytimes.com/2022/01/10/opinion/covid-biden-trump.html,New York Times,OpEd,Op-Ed,"Bret Stephens: Happy ’22, Gail. Hope your year is off to a good start. Eager to get your thoughts on Covid 3.0, which nearly every other person I know seems to have.",2022-01-10 10:00:11+00:00,1498.0,Monday
63,Panel on Riot Presses Pence For Testimony,https://www.nytimes.com/2022/01/10/us/politics/mike-pence-jan-6-testimony.html,New York Times,Washington,News,Follow live updates on the House committee hearing on the Jan. 6 attack on the Capitol.,2022-01-10 23:03:50+00:00,1745.0,Monday
64,Civil Suits Against Trump Seek Damages for Capitol Riot,https://www.nytimes.com/2022/01/10/us/politics/trump-jan-6-lawsuits.html,New York Times,Washington,News,"WASHINGTON — Members of Congress, police officers and government watchdog groups argued in federal court on Monday that Donald J. Trump was liable for major financial damages for his role in inspiring the Jan. 6 attack on Congress, pressing an array of civil suits against the former president amid mounting frustration that he has faced no penalty for the riot.",2022-01-11 01:13:33+00:00,1054.0,Tuesday
65,,https://www.nytimes.com/2022/01/11/us/politics/what-to-know.html,New York Times,Politics,News,"The current battle over voting rights — who gets to vote, how votes are cast and counted, who oversees the process — has turned what was once the humdrum machine room of United States democracy into a central partisan battlefield with enormous stakes for the future of American democracy.",2022-01-11 17:04:29+00:00,569.0,Tuesday
66,Cashing In on Melania Trump,https://www.nytimes.com/2022/01/11/style/melania-trump-white-hat-auction.html,New York Times,Styles,News,"On Jan. 11, not quite a year after Donald and Melania Trump left the White House and less than a week after the anniversary of the attack on the Capitol that took place in his name, four years or so after putting her trademarks on ice and shuttering her QVC jewelry line and her skin-care line, Melania Trump returned to the public eye with a new kind of personal brand and a new kind of merch to go with.",2022-01-11 20:00:46+00:00,1178.0,Tuesday
67,Biden-Cheney 2024? Maybe Harris-Romney?,https://www.nytimes.com/2022/01/11/opinion/democratic-ticket-liz-cheney-2024.html,New York Times,OpEd,Op-Ed,"As I’ve noted before, one reason I pay very close attention to the Israeli-Palestinian arena is that a lot of trends get perfected there first and then go global — airline hijacking, suicide bombing, building a wall, the challenges of pluralism and lots more. It’s Off Broadway to Broadway, so what’s playing there these days that might be a harbinger for politics in the U.S.?",2022-01-12 00:00:08+00:00,1380.0,Wednesday
68,,https://www.nytimes.com/2022/01/12/opinion/gop-trump-big-lie.html,New York Times,OpEd,Op-Ed,There’s a divide in the Republican Party between those who believe the “Big Lie” — that the election was stolen from President Donald Trump — and those who don’t. But which side is ultimately the future of the party?,2022-01-12 10:00:04+00:00,389.0,Wednesday
69,Let’s Not Invent a Civil War,https://www.nytimes.com/2022/01/12/opinion/civil-war-america.html,New York Times,OpEd,Op-Ed,"“How Civil Wars Start,” a new book by the political scientist Barbara F. Walter, was cited all over the place in the days around the anniversary of last winter’s riot at the Capitol. The New Yorker’s David Remnick, Vox’s Zack Beauchamp and my colleague Michelle Goldberg all invoked Walter’s work in essays discussing the possibility that the United States stands on the edge of an abyss, with years of civil strife ahead.",2022-01-12 10:00:11+00:00,1599.0,Wednesday
70,Trump Ends NPR Interview During Queries On False Claim,https://www.nytimes.com/2022/01/12/us/politics/donald-trump-npr-interview.html,New York Times,Express,News,Former President Donald J. Trump abruptly ended an interview with NPR on Tuesday after he was pressed on his false claim of a stolen election in 2020 and how he was using that assertion to put pressure on Republicans before the 2022 midterm elections.,2022-01-12 16:35:37+00:00,648.0,Wednesday
71,The Growing Fight Over Voting Rights,https://www.nytimes.com/2022/01/12/opinion/letters/voting-rights-biden-republicans.html,New York Times,Letters,Letter,To the Editor:,2022-01-12 17:13:56+00:00,1245.0,Wednesday
72,Rights Bills Leave Vote Counting Vulnerable,https://www.nytimes.com/2022/01/12/us/politics/biden-voting-rights-speech-election-subversion.html,New York Times,Politics,News Analysis,"More than a year after the attack on the Capitol, President Biden and congressional Democrats still seem nowhere close to enacting robust safeguards against another attempt to overturn a presidential election. ",2022-01-12 18:21:11+00:00,1264.0,Wednesday
73,Jan. 6 Panel Sets Its Sights On McCarthy,https://www.nytimes.com/2022/01/12/us/politics/kevin-mccarthy-jan-6-committee.html,New York Times,Washington,News,"WASHINGTON — The House select committee scrutinizing the Jan. 6 attack on the Capitol on Wednesday formally requested an interview with Representative Kevin McCarthy, taking the unusual step of calling the minority leader, who was in close contact with former President Donald J. Trump before, during and after the violence and has fought to shut down any investigation of the events.",2022-01-12 21:03:22+00:00,1238.0,Wednesday
74,,https://www.nytimes.com/2022/01/12/us/politics/lets-go-brandon-meme-gop.html,New York Times,Politics,News,"It began last fall as an ironic, profane joke after a NASCAR race. Now, it’s showing up in campaign ads.",2022-01-13 00:00:07+00:00,1323.0,Thursday
75,,https://www.nytimes.com/2022/01/12/us/politics/matt-gaetz-girlfriend-investigation.html,New York Times,Washington,News,"WASHINGTON — A former girlfriend of Representative Matt Gaetz testified on Wednesday before a federal grand jury in Orlando scrutinizing whether he broke sex trafficking laws, according to two people briefed on the case.",2022-01-13 00:17:04+00:00,542.0,Thursday
76,Ron Johnson Wasn’t Always Like This,https://www.nytimes.com/2022/01/12/opinion/ron-johnson-wisconsin-trump.html,New York Times,Editorial,Op-Ed,"Freedom lovers, rejoice! After much agonizing, Senator Ron Johnson, the Wisconsin Republican, has decided that he will be deferring the joys of retirement to run for a third term this year.",2022-01-13 00:44:06+00:00,988.0,Thursday
77,We Need to Think the Unthinkable About the U.S.,https://www.nytimes.com/2022/01/13/opinion/january-6-civil-war.html,New York Times,OpEd,Op-Ed,"A year after the Jan. 6 storming of the Capitol, the United States seems perhaps even more alarmingly fractious and divided. Regrettably, the right has sustained its support for Donald Trump and continued its assault on American democratic norms.",2022-01-13 10:00:14+00:00,1155.0,Thursday
78,,https://www.nytimes.com/2022/01/13/opinion/donald-trump-npr-interview.html,New York Times,OpEd,Op-Ed,"We can rant about the Senate and rail against Fox News. The ranting is warranted and the railing just. We can survey all the Republican efforts to subvert the will of voters, size up the hatred that so many Americans feel for one another and see the makings of a civil war.",2022-01-13 17:05:06+00:00,2158.0,Thursday
79,Georgia G.O.P. Steps Up Effort To Limit Voting,https://www.nytimes.com/2022/01/13/us/georgia-voting-laws-republicans.html,New York Times,National,News,"ATLANTA — Butch Miller, a Republican leader of the Georgia State Senate, is running for lieutenant governor and faces a tough fight this spring against a primary opponent backed by former President Donald J. Trump.",2022-01-13 17:33:34+00:00,1570.0,Thursday
80,Sedition Charge For Militia Chief In Jan. 6 Attack,https://www.nytimes.com/2022/01/13/us/politics/oath-keepers-stewart-rhodes.html,New York Times,Washington,News,"Stewart Rhodes, the leader and founder of the far-right Oath Keepers militia, was arrested on Thursday and charged along with 10 others with seditious conspiracy over what prosecutors said was their wide-ranging plot to storm the Capitol on Jan. 6 last year and disrupt the certification of Joseph R. Biden Jr.’s electoral victory.",2022-01-13 18:19:58+00:00,1330.0,Thursday
